HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
90,33,1.08797030e-04,3.76287535e-05,2.56549538e-05,1136
90,34,5.68587457e-05,8.67098643e-05,2.64748687e-05,521
90,35,9.02247339e-05,5.10453101e-05,2.80270178e-05,1038
90,36,2.99495496e-05,1.28816202e-04,2.84464095e-05,1384
90,37,1.04212340e-04,1.13063015e-05,2.73642363e-05,141
90,38,7.46510559e-05,3.67592256e-05,2.97818297e-05,1768
90,39,4.08034502e-05,8.62620800e-05,3.03062734e-05,824
90,40,3.04755595e-05,5.71684432e-05,3.11792210e-05,688
90,41,6.15418321e-05,8.69260475e-05,3.11318472e-05,1000
90,42,1.39799697e-04,8.84704859e-05,3.32122108e-05,1280
90,43,4.51198757e-05,1.32810252e-04,3.26468216e-05,461
90,44,5.62378227e-05,2.95716782e-05,3.26823538e-05,434
90,45,1.06147800e-05,1.21779165e-04,3.23284876e-05,102
90,46,1.12083311e-04,2.31073736e-05,3.27128873e-05,311
90,47,7.30972315e-05,4.50875195e-05,3.60049016e-05,2744
90,48,9.28157824e-05,1.18333519e-05,3.40481711e-05,198
90,49,5.40841720e-05,6.43925378e-05,3.42600943e-05,576
90,50,9.84615399e-05,8.32609658e-06,3.50243863e-05,602
90,51,7.35712892e-05,5.26050608e-05,3.62273386e-05,1733
90,52,2.27610526e-05,5.59754699e-05,3.46783454e-05,1051
90,53,1.59094216e-05,5.36158113e-05,3.58400721e-05,1040
90,54,1.09799444e-07,8.83666435e-05,3.57516765e-05,36
90,55,3.24166613e-05,2.13806052e-05,3.67489120e-05,186
90,56,7.36995498e-05,2.22624203e-06,3.92626571e-05,874
90,57,7.91356288e-05,5.51510930e-05,3.79710400e-05,685
90,58,4.82034447e-05,8.59431311e-05,3.85522726e-05,999
90,59,8.36871477e-05,1.34258837e-04,4.24668615e-05,2325
90,60,1.15693489e-04,2.54894785e-05,4.13934213e-05,978
90,61,2.14025495e-05,7.12542533e-05,4.08494416e-05,514
90,62,4.76586429e-05,1.04994797e-04,4.20293727e-05,451
90,63,1.28230648e-04,7.65093500e-05,4.31299195e-05,914
90,64,3.42145286e-05,8.98334038e-05,4.52339300e-05,1135
90,65,1.01200108e-04,9.55838550e-05,4.41929405e-05,697
90,66,1.32650646e-04,4.43251847e-05,4.45344085e-05,118
90,67,1.20462792e-04,2.97765800e-05,4.47292987e-05,123
90,68,1.18804310e-04,3.18014354e-05,4.46597296e-05,321
90,69,5.21347101e-05,9.04029876e-05,4.49958206e-05,476
90,70,5.09889833e-05,5.63267022e-05,4.61826057e-05,882
90,71,1.18010903e-04,5.21504880e-05,4.80324197e-05,1325
90,72,5.70810298e-05,1.01352352e-05,4.65816775e-05,66
90,73,1.36010967e-05,5.11353464e-05,5.20567846e-05,2893
90,74,8.56605984e-05,4.88303958e-05,4.91636492e-05,790
90,75,5.76803832e-05,1.13429109e-04,5.06738979e-05,995
90,76,9.58657765e-05,7.15924471e-05,5.17542976e-05,668
90,77,1.82903314e-05,9.84358921e-05,5.30433717e-05,1275
